Step,v_hf_bsurf,v_hf_bsolv
18920,-56339639000,3223505700
18940,91583296000,14332351000
18960,-1.43201E+11,-22564069000
18980,1.24119E+11,-25667091000
19000,24551437000,-13020551000
19020,-1.20799E+11,5273630600
19040,1.08416E+11,22214441000
19060,25379200000,16163690000
19080,80120177000,-14515831000
19100,25313001000,-20655949000
19120,884812260,-9536186500
19140,-12869236000,9203701500
19160,-42428720000,-36758517000
19180,1.04664E+11,3452147100
19200,-57348565000,-10275416000
19220,82665389000,20700790000
19240,-1857174400,10648490000
19260,-19360569000,-17832348000
19280,13415995000,24873644000
19300,-44236294000,-34575379000
19320,1.24428E+11,-33772993000
19340,-60438759000,-26303978000
19360,26745675000,-16249292000
19380,-1.27812E+11,-2418754500
19400,-20474914000,-20189227000
19420,1.51737E+11,15522152000
19440,-1.39556E+11,12604697000
19460,1.21136E+11,12633157000
19480,-84312290000,-6418736600
19500,-81777278000,21716011000
19520,1.47072E+11,-15687119000
19540,-91458639000,40626699000
19560,56827274000,-19341966000
19580,-71553539000,-16145805000
19600,15333315000,-16370733000
19620,-167453070,-14110324000
19640,-1.01437E+11,-17931977000
19660,1.50546E+11,2249782500
19680,-60774843000,-28171259000
19700,-12466847000,-12809741000
19720,64179576000,52275030000
19740,-20446387000,66743185
19760,60974499000,265829350
19780,-92600840000,-2597909700
19800,1.1299E+11,22547745000
19820,-1.11932E+11,16386345000
19840,23328701000,-9885632500
19860,-68070893000,-24744083000
19880,-72076373000,-2952009800
19900,93910225000,4571983600
19920,-1.10592E+11,17483524000
19940,17639766000,6465446500
19960,58613544000,11087911000
19980,21248400000,-23724585000
20000,50182169000,-44167427000
20020,-1.50733E+11,-15748573000
20040,1.28082E+11,-5071204400
20060,-12477441000,16205033000
20080,-54120092000,-59033138
20100,54038889000,8984831400
20120,-38180132000,-3284971600
20140,39328171000,29424592000
20160,-1.26665E+11,-12419498000
20180,26366451000,-12134848000
20200,-37492311000,-49822825000
20220,1.10025E+11,-16112741000
20240,66681226000,-36137661
20260,-1.7599E+11,-5646111400
20280,1.27419E+11,461683370
20300,-1.18232E+11,41457467000
20320,2.00991E+11,36027468000
20340,-62268130000,-8033516200
20360,13548724000,17382882000
20380,-19892581000,-13610140000
20400,-39815567000,-17180913000
20420,85385337000,-14292685000
20440,-44806124000,-23125485000
20460,2103194300,-23137939000
20480,7048829400,-24849195000
20500,-5053576600,-11900200000
20520,93267629000,7296336500
20540,-51724062000,19482221000
20560,-7360135500,21066047000
20580,-23708780000,-5948278400
20600,-19532379000,3565752000
20620,73144733000,-19052210000
20640,-98774075000,-15997715000
20660,57021188000,37563298000
20680,32389876000,8825820700
20700,49104757000,22347697000
20720,-22409737000,47080498000
20740,38294917000,2800414500
20760,-13154257000,2443021200
20780,-1341604700,1916594300
20800,26359785000,19024110000
20820,-68609939000,-338205170
20840,60608756000,-20065153000
20860,1.04951E+11,-6772619400
20880,-90049853000,7123165400
20900,75648357000,-15064158000
20920,-55908702000,-355966730
20940,-3681262800,-12585832000
20960,35863267000,2022276100
20980,-51969109000,7911369900
21000,1.58032E+11,-6533128600
21020,-1.32364E+11,-29731607000
21040,-18389743000,10069130000
21060,5556395800,-12306543000
21080,50655926000,-12278414000
21100,71572709000,-20591890000
21120,4410825200,-12867772000
21140,5189538300,-7239739300
21160,-83802069000,3517870100
21180,26183651000,-12611456000
21200,1.53625E+11,24312366000
21220,-13752409000,-1980003500
21240,34828522000,-19952716000
21260,-81490557000,-14869276000
21280,45753625000,11759400000
21300,-35952816000,8671305400
21320,7204233700,15568055000
21340,-3672086800,-38560523000
21360,-7610876100,9328655300
21380,63796418000,-14856481000
21400,-10889265000,-4003043700
21420,52568440000,-26168048000
21440,-5099439600,659120630
21460,-74809045000,1164856600
21480,28104518000,33730707000
21500,-1.4024E+11,5349706900
21520,1.30546E+11,5493068200
21540,-75252964000,-26109205000
21560,51762495000,-50477632000
21580,35455069000,-34861808000
21600,-1558031500,13568276000
21620,-4428479700,24335851000
21640,-10769053000,-3867178300
21660,-52976669000,6581159500
21680,4736507400,-20727048000
21700,-70320852000,-4781604100
21720,52125594000,16630463000
21740,-23428243000,19798937000
21760,7249322500,-6781105900
21780,54778159000,22378395000
21800,-81109686000,-23624042000
21820,47304582000,34267551000
21840,-44045923000,-967456990
21860,-96378113000,-6473867300
21880,81810037000,2718182600
21900,-40362657000,-1085884500
21920,74807981000,-5373225700
21940,-83797479000,1353799200
21960,-57204015000,-3719534800
21980,29898217000,-5452595700
22000,-6588524100,-13869385000
22020,53086479000,4660070400
22040,-56140258000,-24249165000
22060,37968494000,-1425834400
22080,23158533000,-16859243000
22100,9671062800,-9598855700
22120,53081560000,23517870000
22140,-45050692000,18870541000
22160,44530372000,10031680000
22180,-59954050000,-16674823000
22200,-33535602000,434104860
22220,-90229222000,21316011000
22240,570270950,57392769000
22260,90352925000,10035671000
22280,-94373846000,11234827000
22300,85277528000,-10623348000
22320,-19960425000,-2194161100
22340,-19027398000,-3812729800
22360,59798151000,10714388000
22380,-1.33767E+11,-39076654000
22400,-8896413200,42000342000
22420,41605910000,589664840
22440,14896962000,-11665373000
22460,76437848000,4791875500
22480,-49549109000,-13836893000
22500,93876706000,25802270000
22520,-48918259000,-12289004000
22540,14999353000,-5112174600
22560,82575870000,-15590321000
22580,-19750321000,-14027863000
22600,7013331300,3440549200
22620,-84762769000,2448748800
22640,99787569000,13044361000
22660,-1.14439E+11,10355696000
22680,-19080239000,-5894401600
22700,76143141000,-6036297000
22720,-34203702000,-21261111000
22740,52925225000,-33098409000
22760,-1.04974E+11,-12034769000
22780,51891048000,4410625200
22800,-1.06351E+11,12196140000
22820,-10298614000,13179422000
22840,66977234000,6659889600
22860,67664234000,7271066100
22880,-8228276600,12261198000
22900,-40902602000,-16879195000
22920,33244590000,1835875300
22940,-23458559000,-27812436000
22960,-72032666000,18432842000
22980,73575727000,-22606677000
23000,-79666641000,15310119000
23020,34219384000,8682054300
23040,22141172000,5786340300
23060,-79356391000,4916934000
23080,81236134000,-3633369800
23100,-50711720000,15397072000
23120,70129625000,-11640692000
23140,-63258752000,-4568497100
23160,24851857000,-39076612000
23180,15341552000,317184070
23200,-37354377000,-21083317000
23220,30155866000,-10437809000
23240,-54129798000,26406590000
23260,12989960000,20745521000
23280,-84156858000,11103109000
23300,71482598000,13052614000
23320,58303029000,-5204681500
23340,-1.14378E+11,3207517600
23360,72821068000,-10436642000
23380,-80328930000,-33721503000
23400,48083144000,-27017736000
23420,-7261859400,-19076237000
23440,-24925300000,-25302941000
23460,32570015000,9399107900
23480,-1.05142E+11,24533768000
23500,1.52521E+11,-4790933900
23520,-55185749000,-15772460000
23540,41807049000,24565153000
23560,54371947000,-13285685000
23580,-1.03449E+11,-35818899000
23600,98998255000,18795301000
23620,-47778344000,2693244800
23640,40353398000,5005007700
23660,-3969352700,-37949540000
23680,-45997529000,-1537926100
23700,92422701000,-24963460000
23720,-58276346000,-14542232000
23740,97983707000,-4975180200
23760,-61056417000,-33969985000
23780,-67234987000,-21412828000
23800,50724436000,22722774000
23820,-93945824000,3977485600
23840,1.27921E+11,16603285000
23860,-1.47357E+11,-19325018000
23880,-23418136000,4188085300
23900,26319878000,-4019117100
23920,9491015400,33121085000
23940,1.60828E+11,6844382300
23960,-1.18045E+11,1162935000
23980,26670839000,6121550900
24000,-67841413000,-11156066000
24020,33493575000,5650299500
24040,-33297696000,-11659641000
24060,-93216513000,-32121772000
24080,69645370000,-17860509000
24100,-37270576000,24540072000
24120,62679373000,2099389100
24140,-1.16073E+11,43532824000
24160,1.00396E+11,15114919000
24180,10305555000,13436248000
24200,-76193874000,-31582265000
24220,6381230500,6714473000
24240,-72411464000,-9784616500
24260,1.2797E+11,7799508100
24280,-28752393000,20424190000
24300,-1.56693E+11,-10808377000
24320,1.51542E+11,-37828119000
24340,-84100488000,2610091700
24360,1.23847E+11,-12356569000
24380,-25627989000,31059541000
24400,48097144000,-17429027000
24420,-59026186000,-44850709000
24440,-29393756000,-26519780000
24460,90139908000,-20453704000
24480,-71772186000,-18990074000
24500,58704475000,3691077100
24520,-1825590600,738074790
24540,-51735788000,30497011000
24560,1.14929E+11,20762109000
24580,-74651596000,-10103499000
24600,1.61339E+11,17494781000
24620,-38210832000,-28141475000
24640,24189082000,1789530300
24660,28915193000,-22849605000
24680,-71897198000,-26595716000
24700,46610408000,21772493000
24720,-1.04828E+11,8740994800
24740,17056359000,19235989000
24760,7955320400,35806951000
24780,43005390000,19086711000
24800,23852956000,29458877000
24820,-18024321000,7653897500
24840,-37572164000,8891251800
24860,-18254054000,18668613000
24880,81181792000,6374949700
24900,-17238915000,-16529444000
24920,-67666272000,-17681324000
24940,96409417000,-2194521700
24960,-1.44312E+11,6659019100
24980,65669252000,10915395000
25000,-3512466600,4781653200
25020,-31395367000,-10156443000
25040,59574395000,-7313553600
25060,-1.12699E+11,-27700559000
25080,1.19144E+11,-17156680000
25100,-76847312000,-18955710000
25120,85838371000,-14387312000
25140,668696830,33243023000
25160,53579706000,3752047900
25180,-15237109000,5280662200
25200,-71779972000,13717889000
25220,30511912000,16160097000
25240,-80152935000,-6148534900
25260,57279266000,25798482000
25280,-52075403000,-747085620
25300,-67881021000,33068973000
25320,71371712000,10262929000
25340,93845054000,14934063000
25360,39682637000,6531649000
25380,-12599901000,-7154125000
25400,-60058764000,19130426000
25420,-20376185000,-6541538900
25440,-63713454000,-3598554200
25460,47342290000,20973000000
25480,-24440208000,-46603338000
25500,57206676000,-23318987000
25520,-4976063900,-17889929000
25540,-54622235000,-19056606000
25560,53084461000,1436538900
25580,19759584000,26816362000
25600,46862925000,-26518050000
25620,-52844004000,16650730000
25640,-74677114000,-44150085000
25660,1.1852E+11,11321341000
25680,-1.3733E+11,39776212000
25700,1.65095E+11,-826464290
25720,-2.14379E+11,-14699326000
25740,38558298000,31825278000
25760,-114084160,-4871482000
25780,3174261500,49121888000
25800,64413134000,13866408000
25820,-67350386000,9872907400
25840,1.12861E+11,-9154001400
25860,-90963693000,-5695343900
25880,-15257236000,-67150020000
25900,9151576000,-16388314000
25920,-54454315000,-9593749500
25940,85010708000,10121314000
25960,-47522155000,-257048470
25980,40283647000,-16989148000
26000,-42485959000,4058886400
26020,5938171400,1517018100
26040,30882720000,-6542387300
26060,-33068093000,-7191104900
26080,24929253000,-10941712000
26100,-77098529000,-23727536000
26120,67142201000,12677028000
26140,24762631000,27077421000
26160,-98715537000,-69943870
26180,81989906000,8423542100
26200,-40656003000,-13369774000
26220,-7336164700,-13118138000
26240,43493351000,-2944936300
26260,16909644000,30867731000
26280,23889997000,-8075176100
26300,16375769000,-3611935500
26320,18863732000,1610579800
26340,-1.44664E+11,18409735000
26360,73889638000,-2548335200
26380,6954945100,15967761000
26400,-1.60788E+11,-11719318000
26420,93848231000,-19322731000
26440,-65777389000,-45911921000
26460,80232130000,-27894934000
26480,-1.11855E+11,-25979587000
26500,1.03354E+11,-17877451000
26520,-56244988000,29217344000
26540,-86230021000,18956611000
26560,1.04428E+11,12601828000
26580,-1.84256E+11,6054839600
26600,1.56451E+11,-12857542000
26620,-1.17783E+11,-11410788000
26640,44189210000,-19016179000
26660,1.07576E+11,3260994200
26680,-35752140000,-41778321000
26700,42978469000,-62908233000
26720,-4580258700,-12456194000
26740,40776746000,-17879093000
26760,-92092080000,14765144000
26780,16599030000,627255750
26800,-11119941000,1204946500
26820,-5560858400,-10034149000
26840,86954678000,9697531100
26860,-77623249000,34124925000
26880,71440241000,39720651000
26900,1.07786E+11,44430646000
26920,-1.90821E+11,7233788000
26940,49910722000,19306196000
26960,-1.27743E+11,2837957300
26980,1.06889E+11,-11701261000
27000,-53981035000,458381290
27020,-56418914000,-7604550500
27040,58749426000,25963268000
27060,-83508580000,23763499000
27080,24894312000,-4373398500
27100,28750137000,-20965648000
27120,98578577000,8720158700
27140,30776012000,-33962690000
27160,-54548813000,-10926838000
27180,1.14909E+11,9790196400
27200,-1.73703E+11,47195029000
27220,1.30237E+11,37134212000
27240,-18945449000,42868304000
27260,41911237000,4543956400
27280,-20053306000,6597249600
27300,-64712728000,40692044000
27320,1.20577E+11,-2169039000
27340,-66830659000,9611523900
27360,1.47146E+11,808292210
27380,-1.61137E+11,-474935340
27400,66521395000,-9009154800
27420,25788335000,-14210630000
27440,1.09638E+11,645955940
27460,46515671000,-45382268000
27480,-1.12107E+11,606436770
27500,68259656000,-2563675400
27520,-35679098000,25199226000
27540,-78926722000,12124062000
27560,87324182000,-27412848000
27580,-58894233000,1300723600
27600,18523031000,20438597000
27620,-1.52996E+11,-3336578600
27640,54413699000,25894255000
27660,79872156000,9867891400
27680,-1.22065E+11,-43283505000
27700,77187680000,14785860000
27720,-1.36702E+11,-35962548000
27740,75436009000,10900248000
27760,42800481000,26340250000
27780,-48631817000,-5045895600
27800,14699727000,-17320463000
27820,-88698054000,-14871108
27840,-30412146000,-13978585000
27860,1.95193E+11,26160892000
27880,-18777302000,16556639000
27900,-35816967000,-7438686800
27920,69252622000,-4719161200
27940,-70731561000,-24629937000
27960,-82570408000,-19316767000
27980,13480060000,-30150328000
28000,42055390000,21822446000
28020,-45067109000,-4611191600
28040,92393305000,5483045700
28060,-59821710000,2512258400
28080,30500648000,-26403446000
28100,-2158171400,-5014230500
28120,97104804000,-12676013000
28140,-53393242000,21627466000
28160,-15628519000,8941935900
28180,18137905000,17682027000
28200,-61160720000,31638362000
28220,41950489000,-7497056400
28240,-17136516000,-12881898000
28260,-31636084000,28570073000
28280,-56865135000,15457658000
28300,-35054371000,34485848000
28320,77270895000,-19041713000
28340,-13966677000,-3776050800
28360,10968265000,3753276500
28380,6127143700,17536995000
28400,-48688017000,25964732000
28420,1.09961E+11,18411260000
28440,-88996902000,-2049779800
28460,56292617000,19652899000
28480,-15162937000,-20434936000
28500,9111982200,-6590587600
28520,70742186000,-42461054000
28540,-39692881000,-15687613000
28560,52210468000,25725145000
28580,-12447806000,15117169000
28600,-1.10393E+11,33210367000
28620,42061369000,57385574000
28640,31811825000,25461902000
28660,40831564000,11143251000
28680,38048824000,10254065000
28700,-73034867000,-32062518000
28720,7027297800,-7036474600
28740,2731991300,-33360296000
28760,51217992000,-38300163000
28780,16585803000,-24499023000
28800,-37984117000,-23074610000
28820,5282291100,30260518000
28840,-41063726000,62940695000
28860,-77684867000,6163568500
28880,48577733000,-7624334600
28900,-69528934000,-22479209000
28920,-35101836000,-14834744000
28940,-6636380500,-14041069000
